Epoch,Train Loss,Valid loss,Train Accuracy,Valid Accuracy,Learning Rate
1,4.552140141906738,4.337728350830078,2.662,6.02,2.7791350282675064e-05
2,4.4062357682800295,4.175492305755615,4.696,9.17,4.981639803675931e-05
3,4.246542279663086,4.009816914367676,7.276,12.18,8.226170188348133e-05
4,4.11415729598999,3.872691524505615,10.028,15.51,0.00011950964566067142
5,3.994646642074585,3.7610950099945066,12.378,17.79,0.00015511107876216344
6,3.88362964553833,3.61498809967041,14.892,20.92,0.00018290192927998084
7,3.7708588023376466,3.4754640625,17.464,24.58,0.000198070458302173
8,3.6645779691314697,3.3516295700073244,19.916,27.43,0.0001999938061701895
9,3.5810024365234376,3.2668550079345704,22.042,30.11,0.00019994500824875325
10,3.5076769442749023,3.2124382667541505,23.61,31.31,0.00019984768384800943
11,3.4467115156555175,3.1449172985076905,25.138,32.8,0.00019970188026937656
12,3.395202862548828,3.114371974182129,26.496,34.44,0.00019950766837603006
13,3.334619250640869,3.07396067237854,28.138,34.71,0.00019926514255846168
14,3.290213311462402,3.038810501861572,28.978,35.79,0.0001989744206886039
15,3.2550403620910644,2.9624352111816408,30.088,38.07,0.00019863564406254197
16,3.2083764517211915,2.912794471740723,31.5,39.72,0.0001982489773318416
17,3.1728547944641114,2.8645043334960936,32.43,40.45,0.00019781460842352528
18,3.125627923660278,2.8560960620880125,33.358,41.49,0.0001973327484487362
19,3.105774955444336,2.8221998500823973,34.386,41.78,0.00019680363160013464
20,3.069491167755127,2.839798725128174,35.194,41.91,0.00019622751503807603
21,3.0327965547180176,2.7903043354034422,36.264,43.28,0.00019560467876562627
22,3.0095986224365237,2.7617845268249512,36.832,44.33,0.0001949354254924753
23,2.9703014179229736,2.767954556274414,38.01,43.72,0.00019422008048781462
24,2.9429391551971436,2.723494467163086,38.916,45.07,0.0001934589914222507
25,2.923043871841431,2.681070040893555,39.578,46.82,0.0001926525281988306
26,2.89115777633667,2.683362801361084,40.44,46.69,0.00019180108277326263
27,2.869399694366455,2.6505554244995118,41.034,47.7,0.00019090506896341856
28,2.84374624206543,2.6412064498901366,41.582,47.56,0.00018996492224821086
29,2.818115349655151,2.6145320053100587,42.26,49.08,0.00018898109955594187
30,2.7989013650512695,2.5820290035247804,43.174,49.41,0.0001879540790422286
31,2.7694825491333006,2.5805642387390137,43.988,49.81,0.00018688435985761024
32,2.7466397351837157,2.5760010108947755,44.906,49.92,0.00018577246190495215
33,2.726743451843262,2.5879006587982176,45.302,49.06,0.00018461892558676354
34,2.7160893167114257,2.545248477935791,45.4,50.74,0.00018342431154255213
35,2.684717578277588,2.5364081336975097,46.406,51.17,0.00018218920037634328
36,2.6646109994506837,2.523331107711792,46.96,51.8,0.0001809141923744958
37,2.6441830947113036,2.5068834690093995,47.758,52.66,0.00017959990721395206
38,2.629168603515625,2.472013706970215,48.304,53.25,0.00017824698366106364
39,2.610230805969238,2.482668047332764,48.73,53.13,0.00017685607926113948
40,2.5849988079071045,2.471245457458496,49.62,53.76,0.0001754278700188669
41,2.5715050091552736,2.4670761310577394,49.712,53.93,0.00017396305006976115
42,2.552976530609131,2.4627130989074706,50.562,53.59,0.00017246233134280285
43,2.5352181233215334,2.443816255187988,51.066,54.66,0.0001709264432144279
44,2.521015044784546,2.444283967971802,51.636,54.66,0.00016935613215403702
45,2.5002197203063963,2.4261232803344726,52.054,55.15,0.0001677521613611984
46,2.4881202067565917,2.4206405818939207,52.56,55.26,0.0001661153103947188
47,2.472476484146118,2.415252182006836,53.026,55.56,0.00016444637479376382
48,2.465413342895508,2.432770425796509,53.158,55.51,0.00016274616569121158
49,2.4393556259155273,2.4225519454956053,54.09,55.42,0.00016101550941942735
50,2.4280978984069823,2.4007362007141113,54.212,56.27,0.0001592552471086514
51,2.4123688218688963,2.3707123985290526,54.898,57.24,0.0001574662342781939
52,2.3934611182403565,2.3829008865356447,55.538,57.08,0.00015564934042063775
53,2.3874391204071044,2.380162986755371,55.748,57.16,0.00015380544857924894
54,2.3716941306304933,2.383875390625,56.414,57.44,0.00015193545491880175
55,2.3517555140686035,2.3716312881469728,56.934,57.94,0.00015004026829002666
56,2.343924595413208,2.382258841705322,57.28,56.88,0.00014812080978789208
57,2.326223865661621,2.368507056427002,57.808,57.77,0.00014617801230393582
58,2.31474735496521,2.3707157047271727,58.402,57.49,0.0001442128200728628
59,2.297865085220337,2.360092694091797,58.892,57.95,0.00014222618821362995
60,2.2871067249298096,2.3547929309844973,59.136,58.52,0.00014021908226524127
61,2.269970858230591,2.3403743446350096,59.76,59.1,0.00013819247771747808
62,2.264125397567749,2.364400284576416,59.958,57.76,0.0001361473595367937
63,2.2441598931884768,2.337852197265625,60.696,58.95,0.0001340847216876018
64,2.2356864950561524,2.3370623107910156,60.806,59.21,0.00013200556664919153
65,2.2213718266296385,2.3534676570892334,61.318,58.38,0.0001299109049285049
66,2.213480220336914,2.358068772506714,61.474,58.55,0.00012780175456901172
67,2.1994008436584473,2.33902286567688,62.022,59.03,0.00012567914065592225
68,2.1834186475372315,2.341731861114502,62.59,59.4,0.00012354409481797732
69,2.172325168991089,2.3480174480438234,63.26,59.16,0.00012139765472605789
70,2.160062468185425,2.3419458183288575,63.59,59.07,0.0001192408635888585
71,2.150272295227051,2.3345929443359377,63.824,59.57,0.00011707476964586874
72,2.1417197546386717,2.3342015800476075,64.174,59.91,0.00011490042565791008
73,2.124121812057495,2.3544458057403563,64.65,59.7,0.00011271888839547506
74,2.1166634198379515,2.3262024436950686,64.944,59.77,0.00011053121812511754
75,2.10678297000885,2.3319848602294924,65.308,60.39,0.00010833847809414426
76,2.0949463984680174,2.341099739074707,66.01,59.7,0.00010614173401385724
77,2.0799094564819334,2.3369785884857177,66.386,59.65,0.0001039420535415988
78,2.0643810717773436,2.322186114501953,66.864,60.52,0.00010174050576185096
79,2.062376420135498,2.3581191467285154,66.766,59.73,9.953816066664082e-05
80,2.054951373901367,2.334832024383545,67.212,60.37,9.733608863550534e-05
81,2.0420418105316163,2.342560102844238,67.754,60.01,9.51353599152673e-05
82,2.027304050216675,2.3295920768737792,68.332,60.51,9.293704409987618e-05
83,2.0231596850204467,2.337809294128418,68.376,60.23,9.074220961056598e-05
84,2.013277815704346,2.34638353805542,68.794,59.88,8.855192317658337e-05
85,2.00247199054718,2.3528141204833983,69.014,59.92,8.636724931673781e-05
86,1.9968947254180909,2.3302167308807373,69.122,61.09,8.418924982202634e-05
87,1.9813892054748534,2.331249784851074,69.89,60.88,8.201898323958385e-05
88,1.9763713386535644,2.3502438728332518,69.806,60.58,7.985750435820993e-05
89,1.9656600352478026,2.3386290542602537,70.412,60.8,7.770586369572275e-05
90,1.955239281463623,2.3338518756866455,70.98,61.1,7.556510698838802e-05
91,1.9475083642959594,2.364845635223389,71.006,59.89,7.343627468267261e-05
92,1.945964405555725,2.334543274307251,71.212,60.9,7.132040142956857e-05
93,1.929446861114502,2.346333302307129,72.052,61.11,6.921851558173395e-05
94,1.9185569178771973,2.3335204612731935,72.118,61.13,6.713163869369506e-05
95,1.9072041538238524,2.3477192848205566,72.606,60.97,6.506078502535234e-05
96,1.9037526306915282,2.3437673400878904,72.654,60.98,6.300696104903172e-05
97,1.8963065994644166,2.3563700386047364,73.018,60.51,6.097116496032093e-05
98,1.8924199397277832,2.3407729415893557,73.186,60.99,5.8954386192928296e-05
99,1.8793315151596068,2.354337931060791,73.526,61.3,5.6957604937800194e-05
100,1.8765971717071532,2.36030853805542,73.634,61.01,5.498179166673043e-05
101,1.8673668933868408,2.3550609062194825,74.006,60.71,5.302790666069341e-05
102,1.8632236864471436,2.351053698730469,74.282,61.25,5.109689954313041e-05
103,1.8543032353973388,2.352274865722656,74.55,61.01,4.918970881841495e-05
